Company,Location,Date,Rocket,RocketStatus,Price,MissionStatus,Year
Japan JAXA,Kazakhstan,2014-05-17,H-IIA,Active,,Success,2014
Roscosmos,New Zealand,2015-01-21,Soyuz-U,Retired,,Success,2015
NASA,Kazakhstan,2015-09-10,Soyuz-U,Retired,,Success,2015
Virgin Orbit,Russia,2015-04-25,Proton-M,Active,,Success,2015
Northrop,Kazakhstan,2015-06-09,Proton-M,Retired,10.24,Success,2015
ULA,Kazakhstan,2015-04-16,Falcon 9,Retired,,Success,2015
Rocket Lab,Australia,2015-07-10,Vega,Retired,,Success,2015
Roscosmos,Japan,2015-01-11,Starship,Active,,Success,2015
SpaceX,USA,2015-12-28,Ariane 5,Active,,Partial Failure,2015
SpaceX,Kazakhstan,2015-10-06,Atlas V,Retired,,Success,2015
Rocket Lab,China,2015-06-16,Starship,Active,,Success,2015
Virgin Orbit,Kazakhstan,2015-12-28,Vulcan,Active,18.24,Success,2015
ESA,Russia,2015-10-20,PSLV,Active,,Success,2015
Japan JAXA,France,2015-11-06,Vega,Retired,,Success,2015
Arianespace,New Zealand,2015-03-26,H-IIA,Active,25.5,Partial Failure,2015
CASC,China,2015-07-13,Vega,Retired,,Success,2015
Blue Origin,Australia,2015-01-17,PSLV,Active,,Success,2015
Boeing,Australia,2015-07-25,Falcon 9,Active,,Failure,2015
RVSN USSR,USA,2015-09-06,Falcon 9,Active,16.57,Success,2015
CASC,Russia,2015-11-26,Soyuz-U,Retired,,Failure,2015
Northrop,Japan,2015-11-02,Proton-M,Active,96.45,Success,2015
RVSN USSR,Kazakhstan,2015-01-15,Ariane 5,Active,,Success,2015
Japan JAXA,Japan,2015-01-03,Proton-M,Retired,,Success,2015
CASC,Russia,2015-10-05,Proton-M,Active,,Failure,2015
Japan JAXA,India,2015-02-17,Falcon 9,Active,,Success,2015
Roscosmos,India,2015-08-11,Long March 3B,Retired,,Success,2015
Japan JAXA,Russia,2015-03-21,Soyuz-U,Active,,Failure,2015
ESA,Japan,2015-11-27,Antares,Active,,Success,2015
Boeing,Russia,2015-03-16,Proton-M,Active,7.61,Success,2015
Northrop,Japan,2015-12-08,Proton-M,Retired,,Partial Failure,2015
Northrop,Kazakhstan,2015-03-17,Electron,Active,,Failure,2015
ISRO,France,2015-09-14,Delta IV,Retired,,Failure,2015
Boeing,Russia,2015-07-12,Long March 3B,Active,51.26,Success,2015
Boeing,New Zealand,2015-05-23,Falcon 9,Retired,,Success,2015
Japan JAXA,Japan,2015-01-02,Ariane 5,Active,,Success,2015
Virgin Orbit,Kazakhstan,2015-04-15,Proton-M,Active,,Success,2015
Roscosmos,Kazakhstan,2015-12-24,Antares,Active,,Success,2015
Virgin Orbit,India,2015-05-03,Starship,Retired,,Success,2015
ULA,Russia,2015-07-14,PSLV,Retired,,Success,2015
RVSN USSR,France,2015-05-28,Starship,Active,,Success,2015
NASA,India,2015-07-01,Proton-M,Retired,,Success,2015
RVSN USSR,France,2015-08-10,Soyuz-U,Active,,Success,2015
Roscosmos,France,2015-06-01,Soyuz-U,Active,,Success,2015
Blue Origin,Japan,2015-05-02,Proton-M,Retired,,Success,2015
ISRO,France,2015-01-07,Electron,Retired,,Success,2015
Arianespace,Japan,2015-04-04,Vulcan,Retired,,Success,2015
ESA,Japan,2015-02-20,Ariane 5,Retired,,Success,2015
ULA,India,2015-05-15,Falcon 9,Active,,Success,2015
Boeing,Australia,2015-12-11,Vega,Active,,Success,2015
Rocket Lab,USA,2015-06-11,Delta IV,Active,,Success,2015
Rocket Lab,New Zealand,2015-05-22,Vega,Retired,92.41,Success,2015
Arianespace,Kazakhstan,2015-09-24,Antares,Active,,Partial Failure,2015
Virgin Orbit,Russia,2015-12-09,H-IIA,Active,,Success,2015
Arianespace,New Zealand,2015-08-12,Soyuz-U,Retired,56.38,Success,2015
SpaceX,New Zealand,2015-12-11,Starship,Retired,,Success,2015
ISRO,India,2015-09-03,Ariane 5,Retired,71.79,Success,2015
Rocket Lab,France,2015-04-05,Starship,Retired,,Success,2015
Virgin Orbit,USA,2015-09-04,Vulcan,Active,65.27,Success,2015
Blue Origin,USA,2015-03-28,Starship,Active,,Success,2015
RVSN USSR,USA,2015-09-19,Soyuz-U,Retired,,Success,2015
Boeing,Russia,2015-04-07,Starship,Active,,Success,2015
Virgin Orbit,Kazakhstan,2015-10-20,Atlas V,Active,156.42,Success,2015
Boeing,Kazakhstan,2015-04-10,PSLV,Active,,Success,2015
Blue Origin,Kazakhstan,2015-06-20,Atlas V,Active,,Success,2015
SpaceX,France,2015-04-20,PSLV,Active,,Success,2015
Japan JAXA,China,2015-05-01,PSLV,Active,,Success,2015
Arianespace,India,2015-11-06,Delta IV,Active,,Success,2015
RVSN USSR,India,2015-12-16,PSLV,Retired,,Success,2015
Northrop,China,2015-06-22,Atlas V,Retired,,Success,2015
RVSN USSR,France,2015-11-08,Pegasus XL,Active,,Success,2015
Rocket Lab,India,2015-07-17,Electron,Active,,Success,2015
Boeing,China,2015-09-24,Ariane 5,Active,,Success,2015
Boeing,Russia,2015-07-07,Delta IV,Active,,Partial Failure,2015
Northrop,USA,2015-02-25,Electron,Retired,6.52,Success,2015
ULA,Russia,2015-06-15,Atlas V,Retired,,Success,2015
ULA,Kazakhstan,2015-01-19,Electron,Active,,Success,2015
RVSN USSR,Australia,2015-06-14,Long March 3B,Retired,,Success,2015
Boeing,France,2015-12-18,Soyuz-U,Retired,,Failure,2015
SpaceX,Kazakhstan,2015-05-01,Delta IV,Active,,Success,2015
Arianespace,USA,2015-07-23,Antares,Active,23.47,Success,2015
RVSN USSR,Japan,2015-10-03,Atlas V,Active,,Success,2015
Virgin Orbit,Japan,2015-05-03,Starship,Retired,37.27,Success,2015
Boeing,Japan,2015-05-11,Vulcan,Retired,,Success,2015
ESA,USA,2015-07-22,Pegasus XL,Active,,Success,2015
Roscosmos,France,2015-09-14,Electron,Retired,81.06,Success,2015
Blue Origin,Japan,2015-07-05,Vega,Retired,,Partial Failure,2015
Virgin Orbit,Kazakhstan,2015-11-21,H-IIA,Retired,60.67,Success,2015
RVSN USSR,New Zealand,2015-01-15,PSLV,Retired,,Failure,2015
Arianespace,France,2015-03-07,Starship,Retired,,Success,2015
Roscosmos,USA,2015-03-20,Delta IV,Active,,Failure,2015
Japan JAXA,USA,2015-11-28,Vega,Active,4.37,Success,2015
Japan JAXA,Japan,2015-06-24,Antares,Active,,Success,2015
ISRO,Japan,2015-04-27,Ariane 5,Active,,Success,2015
Roscosmos,Australia,2015-10-18,PSLV,Retired,,Failure,2015
NASA,Russia,2015-04-23,Ariane 5,Active,,Success,2015
Boeing,USA,2015-12-15,Vulcan,Active,,Success,2015
Boeing,Kazakhstan,2015-06-05,Delta IV,Retired,,Success,2015
Roscosmos,India,2015-01-23,Starship,Active,,Success,2015
ISRO,Russia,2015-10-27,Starship,Active,,Success,2015
Northrop,China,2015-07-06,Pegasus XL,Active,,Partial Failure,2015
SpaceX,Australia,2015-04-23,Falcon 9,Retired,,Success,2015
CASC,Australia,2015-05-01,Starship,Active,,Failure,2015
RVSN USSR,New Zealand,2015-05-17,Pegasus XL,Active,,Success,2015
NASA,China,2015-03-01,Vulcan,Active,,Success,2015
ULA,Japan,2015-03-17,Ariane 5,Active,,Success,2015
Rocket Lab,India,2015-05-06,Vega,Active,,Success,2015
Boeing,China,2015-12-26,Falcon 9,Active,13.3,Failure,2015
SpaceX,France,2015-05-22,Proton-M,Active,,Success,2015
Rocket Lab,India,2015-06-24,Soyuz-U,Active,,Success,2015
ULA,New Zealand,2015-03-20,Vega,Retired,,Success,2015
Virgin Orbit,Russia,2015-09-27,Proton-M,Active,,Partial Failure,2015
Blue Origin,Russia,2015-06-17,Long March 3B,Active,116.15,Success,2015
NASA,USA,2015-09-23,Atlas V,Active,,Failure,2015
NASA,Russia,2015-03-25,Atlas V,Active,,Failure,2015
Virgin Orbit,Australia,2015-07-09,Long March 3B,Active,,Success,2015
Virgin Orbit,India,2015-12-04,Atlas V,Active,,Success,2015
NASA,Russia,2015-06-14,Starship,Retired,,Success,2015
NASA,New Zealand,2015-07-10,Antares,Retired,,Success,2015
SpaceX,France,2015-03-24,Delta IV,Retired,,Success,2015
ESA,Australia,2015-04-23,Falcon 9,Active,35.45,Success,2015
ULA,Japan,2015-04-01,Falcon 9,Retired,40.56,Success,2015
Japan JAXA,Australia,2015-09-21,Vega,Retired,,Success,2015
Rocket Lab,Kazakhstan,2015-05-06,H-IIA,Retired,19.75,Success,2015
Japan JAXA,Kazakhstan,2015-10-14,Vulcan,Retired,,Success,2015
Rocket Lab,New Zealand,2015-05-14,Atlas V,Retired,,Success,2015
Arianespace,China,2015-04-22,Delta IV,Active,,Success,2015
NASA,Russia,2015-06-01,Falcon 9,Active,,Success,2015
ISRO,New Zealand,2015-07-28,PSLV,Retired,316.67,Success,2015
Blue Origin,France,2015-11-03,Atlas V,Retired,,Success,2015
Blue Origin,USA,2015-09-07,Soyuz-U,Active,,Success,2015
Roscosmos,Australia,2015-05-20,Pegasus XL,Active,23.02,Success,2015
Blue Origin,China,2015-09-18,Soyuz-U,Active,44.63,Success,2015
Blue Origin,Russia,2015-12-10,Vulcan,Active,,Success,2015
Japan JAXA,USA,2015-02-25,Electron,Retired,,Partial Failure,2015
Arianespace,New Zealand,2015-04-25,Electron,Retired,,Success,2015
ESA,Japan,2015-09-05,Pegasus XL,Active,,Success,2015
Virgin Orbit,India,2015-04-17,Electron,Active,,Success,2015
CASC,USA,2015-02-06,Falcon 9,Active,,Failure,2015
NASA,China,2015-04-17,Ariane 5,Active,66.01,Success,2015
ISRO,China,2015-08-15,Vulcan,Retired,250.83,Success,2015
Virgin Orbit,New Zealand,2015-08-04,Atlas V,Retired,,Success,2015
ISRO,USA,2015-10-10,Falcon 9,Retired,,Success,2015
NASA,Australia,2015-03-18,Falcon 9,Retired,,Failure,2015
ISRO,China,2015-04-07,Pegasus XL,Active,,Success,2015
Roscosmos,New Zealand,2015-10-09,Delta IV,Active,,Success,2015
CASC,Japan,2015-09-08,Falcon 9,Retired,23.78,Success,2015
Rocket Lab,Russia,2016-01-23,Soyuz-U,Retired,,Success,2016
Japan JAXA,Kazakhstan,2016-10-17,Electron,Retired,,Failure,2016
Japan JAXA,Kazakhstan,2016-04-16,Antares,Retired,206.6,Success,2016
NASA,India,2016-09-12,Vega,Active,,Failure,2016
Virgin Orbit,Japan,2016-09-05,Ariane 5,Active,848.8,Success,2016
CASC,Japan,2016-10-12,Soyuz-U,Active,20.05,Success,2016
Blue Origin,Russia,2016-05-02,Atlas V,Active,,Success,2016
NASA,USA,2016-09-06,Atlas V,Active,25.83,Success,2016
NASA,USA,2016-06-04,Falcon 9,Active,155.65,Partial Failure,2016
Virgin Orbit,Russia,2016-07-25,Vega,Retired,,Success,2016
SpaceX,Russia,2016-01-25,Pegasus XL,Retired,,Success,2016
Northrop,New Zealand,2016-05-01,Ariane 5,Active,,Success,2016
Arianespace,China,2016-03-26,Vulcan,Retired,,Success,2016
SpaceX,China,2016-04-20,Soyuz-U,Retired,,Success,2016
Roscosmos,USA,2016-06-26,Antares,Retired,68.92,Success,2016
Roscosmos,India,2016-08-12,Electron,Active,,Success,2016
Boeing,New Zealand,2016-11-08,Ariane 5,Active,,Success,2016
RVSN USSR,Australia,2016-02-15,Pegasus XL,Active,72.61,Success,2016
Roscosmos,New Zealand,2016-04-03,Atlas V,Retired,,Success,2016
CASC,New Zealand,2016-12-16,Pegasus XL,Retired,,Success,2016
ISRO,Russia,2016-05-28,Proton-M,Retired,,Success,2016
ULA,Australia,2016-10-15,Falcon 9,Active,22.51,Success,2016
ISRO,Japan,2016-04-20,Starship,Active,,Success,2016
ULA,USA,2016-11-17,Starship,Active,45.47,Success,2016
ISRO,India,2016-12-16,Proton-M,Active,,Success,2016
Virgin Orbit,China,2016-05-17,Long March 3B,Retired,,Success,2016
Northrop,New Zealand,2016-03-12,Pegasus XL,Active,91.79,Success,2016
Arianespace,Australia,2016-11-13,Atlas V,Active,,Success,2016
CASC,China,2016-04-21,H-IIA,Active,,Success,2016
SpaceX,Japan,2016-02-05,PSLV,Active,15.76,Failure,2016
Rocket Lab,New Zealand,2016-10-19,Electron,Active,,Success,2016
CASC,France,2016-07-06,Delta IV,Active,50.23,Success,2016
CASC,France,2016-04-13,Delta IV,Active,8.69,Success,2016
CASC,Russia,2016-10-02,Electron,Active,,Success,2016
ULA,Russia,2016-10-13,Vega,Active,,Success,2016
SpaceX,India,2016-01-01,Starship,Active,125.14,Partial Failure,2016
Virgin Orbit,France,2016-12-16,H-IIA,Active,,Failure,2016
Arianespace,Russia,2016-04-17,Proton-M,Retired,9.11,Partial Failure,2016
Roscosmos,Russia,2016-11-28,Starship,Active,,Success,2016
ESA,India,2016-02-14,Proton-M,Active,71.22,Success,2016
NASA,India,2016-11-12,Soyuz-U,Retired,9.89,Success,2016
Arianespace,New Zealand,2016-04-26,PSLV,Active,,Success,2016
ULA,Japan,2016-08-14,Vega,Active,,Failure,2016
Blue Origin,New Zealand,2016-07-26,Vulcan,Active,,Success,2016
RVSN USSR,Kazakhstan,2016-05-12,Atlas V,Active,64.1,Success,2016
Rocket Lab,Japan,2016-12-06,H-IIA,Retired,5.59,Success,2016
Northrop,Kazakhstan,2016-08-22,Vulcan,Retired,91.94,Success,2016
Japan JAXA,USA,2016-12-11,Electron,Active,,Success,2016
Boeing,Japan,2016-12-24,Vulcan,Retired,,Success,2016
Japan JAXA,Japan,2016-06-02,Soyuz-U,Active,,Success,2016
Boeing,France,2016-12-13,Pegasus XL,Active,28.87,Success,2016
Blue Origin,Australia,2016-06-25,Electron,Active,,Success,2016
ULA,China,2016-07-21,Falcon 9,Retired,57.95,Success,2016
ULA,France,2016-11-20,Starship,Active,,Success,2016
Northrop,Australia,2016-01-03,PSLV,Active,,Success,2016
RVSN USSR,New Zealand,2016-01-26,Pegasus XL,Active,42.05,Success,2016
Boeing,Australia,2016-09-24,Vega,Active,92.35,Success,2016
Japan JAXA,France,2016-01-10,PSLV,Retired,101.9,Failure,2016
CASC,India,2016-11-01,Ariane 5,Retired,,Success,2016
NASA,Russia,2016-01-21,Ariane 5,Retired,153.13,Partial Failure,2016
Roscosmos,France,2016-07-04,Starship,Retired,,Success,2016
Virgin Orbit,USA,2016-07-25,Falcon 9,Active,,Success,2016
ISRO,China,2016-06-17,Vega,Active,,Success,2016
Roscosmos,Kazakhstan,2016-09-01,Long March 3B,Active,38.37,Success,2016
RVSN USSR,New Zealand,2016-08-19,PSLV,Active,,Success,2016
Roscosmos,New Zealand,2016-11-05,Ariane 5,Active,,Failure,2016
Virgin Orbit,USA,2016-07-23,Atlas V,Retired,428.88,Success,2016
ISRO,Australia,2016-08-21,Antares,Active,,Partial Failure,2016
Japan JAXA,Kazakhstan,2016-05-22,H-IIA,Active,,Success,2016
ISRO,Australia,2016-05-16,Vulcan,Active,,Success,2016
Arianespace,USA,2016-11-12,Long March 3B,Retired,,Success,2016
ISRO,Australia,2016-05-11,Soyuz-U,Retired,,Success,2016
Roscosmos,Kazakhstan,2016-06-11,Starship,Retired,,Success,2016
Northrop,France,2016-12-20,Starship,Active,,Success,2016
ULA,Japan,2016-08-01,Ariane 5,Retired,,Success,2016
ESA,Kazakhstan,2016-12-20,Long March 3B,Retired,82.22,Success,2016
ULA,Japan,2016-07-08,Antares,Active,,Success,2016
Japan JAXA,France,2016-07-10,PSLV,Retired,,Success,2016
CASC,France,2016-05-16,Falcon 9,Active,70.73,Success,2016
Japan JAXA,France,2016-04-03,Falcon 9,Active,,Success,2016
Blue Origin,New Zealand,2016-11-05,Atlas V,Retired,,Success,2016
NASA,USA,2016-06-28,Falcon 9,Retired,,Success,2016
Arianespace,Kazakhstan,2016-05-05,PSLV,Retired,,Success,2016
CASC,Australia,2016-09-16,PSLV,Active,,Success,2016
SpaceX,China,2016-11-08,Long March 3B,Retired,,Success,2016
RVSN USSR,Russia,2016-02-20,Pegasus XL,Retired,,Success,2016
CASC,Russia,2016-10-17,Starship,Active,,Success,2016
Rocket Lab,Russia,2016-02-28,Atlas V,Active,,Success,2016
Northrop,India,2016-09-08,Proton-M,Active,,Success,2016
Blue Origin,Australia,2016-07-06,Delta IV,Active,90.44,Success,2016
Roscosmos,France,2016-05-18,H-IIA,Retired,,Success,2016
Boeing,Australia,2016-01-21,Falcon 9,Active,,Success,2016
ESA,Japan,2016-02-14,H-IIA,Active,,Success,2016
ESA,India,2016-09-24,Ariane 5,Retired,,Success,2016
ESA,Russia,2016-05-23,Vulcan,Active,,Success,2016
Blue Origin,Australia,2016-01-17,Delta IV,Active,,Success,2016
RVSN USSR,India,2016-07-05,Delta IV,Active,,Success,2016
Blue Origin,Russia,2016-04-13,Ariane 5,Active,,Partial Failure,2016
Arianespace,Kazakhstan,2016-06-28,PSLV,Active,472.12,Success,2016
ULA,France,2016-01-18,H-IIA,Active,25.44,Success,2016
Virgin Orbit,India,2016-11-16,Electron,Active,,Success,2016
CASC,USA,2016-10-01,Antares,Active,41.54,Success,2016
SpaceX,Australia,2016-03-12,Electron,Retired,,Success,2016
ULA,Kazakhstan,2016-10-06,Vega,Active,,Success,2016
CASC,New Zealand,2016-12-03,H-IIA,Retired,,Success,2016
Arianespace,USA,2016-02-08,Long March 3B,Active,,Success,2016
ISRO,Kazakhstan,2016-12-21,Antares,Retired,128.65,Failure,2016
ULA,USA,2016-05-21,Atlas V,Retired,,Success,2016
ESA,Russia,2016-05-16,Antares,Active,,Success,2016
ULA,France,2016-03-04,Vulcan,Active,,Success,2016
SpaceX,Russia,2016-07-13,Starship,Retired,,Success,2016
ULA,Russia,2016-08-23,Falcon 9,Active,,Success,2016
Virgin Orbit,New Zealand,2016-11-02,Starship,Active,,Success,2016
Roscosmos,Russia,2016-09-11,Delta IV,Active,,Success,2016
CASC,Japan,2016-11-08,Antares,Active,59.89,Success,2016
Arianespace,Russia,2016-06-05,Pegasus XL,Active,126.07,Success,2016
ULA,India,2016-03-19,Atlas V,Active,,Success,2016
Northrop,Russia,2016-02-06,Proton-M,Retired,23.75,Success,2016
SpaceX,Kazakhstan,2016-06-11,Ariane 5,Active,,Success,2016
Arianespace,USA,2016-08-21,Long March 3B,Active,,Success,2016
ESA,Japan,2016-09-24,Falcon 9,Retired,,Success,2016
NASA,India,2016-09-02,Ariane 5,Active,,Failure,2016
Boeing,China,2016-01-11,Delta IV,Retired,,Success,2016
CASC,Russia,2016-09-21,PSLV,Retired,55.74,Failure,2016
Virgin Orbit,India,2016-12-02,Atlas V,Active,102.9,Success,2016
Arianespace,France,2016-01-06,H-IIA,Retired,,Success,2016
ESA,USA,2016-07-07,Electron,Retired,,Success,2016
NASA,Kazakhstan,2016-08-16,Soyuz-U,Active,,Success,2016
Japan JAXA,USA,2016-09-11,Electron,Active,80.46,Success,2016
Virgin Orbit,India,2016-03-13,Atlas V,Active,,Success,2016
Roscosmos,India,2016-01-08,Atlas V,Active,12.6,Success,2016
CASC,France,2016-05-14,Falcon 9,Retired,55.51,Success,2016
Northrop,New Zealand,2016-04-12,Pegasus XL,Active,510.32,Success,2016
ISRO,Kazakhstan,2016-11-05,Pegasus XL,Retired,,Failure,2016
Roscosmos,France,2016-10-21,H-IIA,Active,,Success,2016
Boeing,India,2016-05-23,Vulcan,Retired,199.57,Success,2016
Northrop,India,2016-03-16,Soyuz-U,Active,16.38,Success,2016
SpaceX,France,2016-06-28,Ariane 5,Retired,47.84,Success,2016
RVSN USSR,USA,2016-03-13,Starship,Active,,Success,2016
Northrop,France,2016-01-01,Electron,Retired,40.45,Success,2016
Blue Origin,China,2017-01-26,Delta IV,Active,,Success,2017
ULA,Australia,2017-05-26,PSLV,Retired,,Success,2017
Arianespace,USA,2017-07-20,H-IIA,Active,,Success,2017
SpaceX,China,2017-01-28,Soyuz-U,Retired,279.84,Success,2017
NASA,India,2017-12-16,PSLV,Retired,,Success,2017
ISRO,France,2017-05-28,Electron,Active,,Success,2017
Rocket Lab,Russia,2017-08-06,Delta IV,Retired,,Success,2017
CASC,Kazakhstan,2017-02-10,Proton-M,Active,,Success,2017
Boeing,France,2017-02-09,Starship,Retired,223.01,Failure,2017
Arianespace,New Zealand,2017-11-13,H-IIA,Retired,,Success,2017
ULA,New Zealand,2017-06-11,Ariane 5,Active,,Success,2017
Northrop,France,2017-11-26,Falcon 9,Retired,,Partial Failure,2017
CASC,Kazakhstan,2017-08-24,Vulcan,Active,30.84,Success,2017
Blue Origin,China,2017-07-22,Antares,Active,,Success,2017
Boeing,Japan,2017-12-08,Long March 3B,Active,,Success,2017
Japan JAXA,Japan,2017-04-09,Atlas V,Retired,,Success,2017
Roscosmos,USA,2017-09-13,Falcon 9,Retired,,Success,2017
Arianespace,China,2017-04-28,Falcon 9,Retired,,Success,2017
Arianespace,India,2017-01-01,Antares,Active,,Success,2017
Japan JAXA,India,2017-12-11,Ariane 5,Retired,,Failure,2017
RVSN USSR,China,2017-01-10,Vega,Retired,,Success,2017
ULA,USA,2017-07-22,Pegasus XL,Active,,Success,2017
Virgin Orbit,Kazakhstan,2017-07-01,Electron,Active,,Success,2017
NASA,Australia,2017-05-07,Starship,Retired,,Success,2017
ULA,India,2017-06-03,Delta IV,Active,146.19,Success,2017
SpaceX,USA,2017-11-24,Atlas V,Retired,,Partial Failure,2017
Virgin Orbit,Kazakhstan,2017-11-07,Proton-M,Retired,18.38,Success,2017
Rocket Lab,France,2017-06-28,Antares,Active,19.68,Partial Failure,2017
CASC,New Zealand,2017-09-18,H-IIA,Retired,33.83,Success,2017
CASC,Russia,2017-06-27,Falcon 9,Active,,Success,2017
NASA,Australia,2017-05-28,Ariane 5,Active,,Success,2017
RVSN USSR,Japan,2017-09-12,Pegasus XL,Active,,Success,2017
NASA,Kazakhstan,2017-02-14,Starship,Retired,,Success,2017
Blue Origin,France,2017-07-23,Falcon 9,Active,,Success,2017
Japan JAXA,USA,2017-05-21,Starship,Retired,8.83,Success,2017
Arianespace,Japan,2017-11-07,Vega,Retired,,Failure,2017
ISRO,New Zealand,2017-08-23,Starship,Retired,396.35,Success,2017
ULA,Japan,2017-10-19,Electron,Active,,Success,2017
Rocket Lab,Kazakhstan,2017-10-08,Ariane 5,Retired,,Failure,2017
Boeing,New Zealand,2017-12-18,Vulcan,Active,,Success,2017
Rocket Lab,Australia,2017-06-13,Atlas V,Active,,Success,2017
Rocket Lab,Kazakhstan,2017-03-28,Antares,Active,,Success,2017
Arianespace,Kazakhstan,2017-04-02,Proton-M,Retired,,Partial Failure,2017
NASA,New Zealand,2017-10-17,Electron,Active,,Success,2017
Blue Origin,Kazakhstan,2017-12-11,Soyuz-U,Active,,Success,2017
Japan JAXA,USA,2017-11-07,Electron,Active,,Success,2017
Rocket Lab,China,2017-03-27,Falcon 9,Active,,Failure,2017
CASC,France,2017-08-19,Ariane 5,Retired,,Success,2017
Japan JAXA,Kazakhstan,2017-04-12,Ariane 5,Retired,,Success,2017
Roscosmos,Russia,2017-06-28,Falcon 9,Active,,Success,2017
CASC,USA,2017-12-25,Vega,Retired,,Success,2017
Rocket Lab,New Zealand,2017-10-02,Pegasus XL,Retired,,Success,2017
Northrop,China,2017-12-05,PSLV,Retired,,Success,2017
Roscosmos,China,2017-08-08,Vulcan,Active,,Success,2017
Roscosmos,Kazakhstan,2017-09-07,Electron,Active,46.85,Success,2017
Blue Origin,France,2017-04-28,Electron,Retired,,Success,2017
Blue Origin,India,2017-04-20,Delta IV,Active,,Success,2017
Arianespace,USA,2017-03-05,Ariane 5,Retired,,Failure,2017
Boeing,India,2017-01-18,Atlas V,Active,43.77,Success,2017
RVSN USSR,India,2017-12-18,Ariane 5,Retired,,Success,2017
Roscosmos,Kazakhstan,2017-06-03,H-IIA,Retired,33.42,Failure,2017
SpaceX,India,2017-01-17,Long March 3B,Retired,,Success,2017
Northrop,USA,2017-04-11,Proton-M,Active,,Success,2017
Blue Origin,Australia,2017-02-07,Electron,Retired,8.71,Success,2017
CASC,Kazakhstan,2017-08-01,H-IIA,Retired,260.94,Success,2017
Virgin Orbit,Kazakhstan,2017-11-24,Soyuz-U,Active,,Success,2017
SpaceX,France,2017-09-18,Long March 3B,Retired,,Failure,2017
NASA,Russia,2017-11-14,Starship,Retired,,Partial Failure,2017
Boeing,Australia,2017-08-22,Proton-M,Active,,Success,2017
ULA,Kazakhstan,2017-07-04,Long March 3B,Active,,Success,2017
Blue Origin,India,2017-12-09,H-IIA,Retired,41.82,Partial Failure,2017
Boeing,USA,2017-04-14,PSLV,Retired,,Success,2017
Roscosmos,New Zealand,2017-01-09,H-IIA,Active,,Success,2017
Arianespace,Kazakhstan,2017-01-01,Antares,Active,,Success,2017
Rocket Lab,Japan,2017-08-14,Vega,Active,,Success,2017
Rocket Lab,Japan,2017-03-13,Antares,Retired,,Success,2017
Virgin Orbit,China,2017-11-07,Ariane 5,Active,,Success,2017
SpaceX,France,2017-07-28,Falcon 9,Active,17.06,Success,2017
Rocket Lab,France,2017-06-09,Long March 3B,Retired,151.58,Success,2017
ESA,Australia,2017-01-08,Soyuz-U,Retired,,Failure,2017
RVSN USSR,Australia,2017-09-03,Delta IV,Active,50.64,Success,2017
NASA,Russia,2017-07-23,Soyuz-U,Active,352.86,Success,2017
Blue Origin,Russia,2017-06-26,Proton-M,Retired,32.61,Success,2017
ULA,India,2017-12-02,H-IIA,Active,,Success,2017
RVSN USSR,Japan,2017-02-15,Vulcan,Active,,Failure,2017
Rocket Lab,USA,2017-04-15,H-IIA,Active,,Success,2017
Boeing,India,2017-06-05,Antares,Retired,,Success,2017
RVSN USSR,Kazakhstan,2017-03-19,Electron,Retired,,Success,2017
Roscosmos,Japan,2017-07-11,Electron,Active,,Success,2017
Boeing,USA,2017-05-23,Proton-M,Retired,,Success,2017
ESA,Russia,2017-02-19,Electron,Retired,,Success,2017
Arianespace,Kazakhstan,2017-01-28,Soyuz-U,Retired,,Success,2017
Virgin Orbit,Kazakhstan,2018-07-02,H-IIA,Active,,Success,2018
Boeing,India,2018-06-02,PSLV,Retired,,Success,2018
Arianespace,USA,2018-10-15,Pegasus XL,Retired,39.74,Success,2018
CASC,Australia,2018-11-20,Electron,Active,13.03,Success,2018
CASC,France,2018-07-27,Falcon 9,Retired,37.23,Success,2018
RVSN USSR,New Zealand,2018-04-06,Pegasus XL,Active,,Failure,2018
NASA,Japan,2018-09-13,Soyuz-U,Active,,Success,2018
Rocket Lab,Russia,2018-05-02,Proton-M,Active,45.97,Success,2018
Rocket Lab,China,2018-05-20,Proton-M,Retired,,Success,2018
ESA,Australia,2018-11-03,Falcon 9,Active,52.5,Success,2018
Boeing,Australia,2018-10-04,Ariane 5,Active,146.05,Success,2018
Roscosmos,China,2018-11-16,Soyuz-U,Active,,Success,2018
NASA,China,2018-10-28,Ariane 5,Retired,,Success,2018
RVSN USSR,France,2018-10-15,Ariane 5,Retired,,Success,2018
Northrop,France,2018-04-04,Delta IV,Active,,Failure,2018
CASC,China,2018-03-19,Starship,Active,,Partial Failure,2018
Arianespace,Japan,2018-05-22,Long March 3B,Retired,,Success,2018
Blue Origin,Japan,2018-02-14,Long March 3B,Retired,,Success,2018
NASA,France,2018-07-27,Falcon 9,Retired,,Success,2018
Virgin Orbit,India,2018-06-28,Pegasus XL,Active,,Success,2018
Arianespace,USA,2018-07-16,Soyuz-U,Active,169.95,Success,2018
NASA,Australia,2018-11-10,Pegasus XL,Retired,,Success,2018
Roscosmos,USA,2018-03-26,Antares,Retired,,Success,2018
Blue Origin,Russia,2018-06-18,Vulcan,Retired,,Failure,2018
Blue Origin,France,2018-10-16,Starship,Active,34.33,Success,2018
CASC,France,2018-12-16,Starship,Retired,,Success,2018
Virgin Orbit,France,2018-12-20,Soyuz-U,Active,,Success,2018
